reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
8000,SAMEA1030714,1480,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,49,10k,sup
8000,SAMEA698681,1477,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,49,10k,sup
8000,SAMN06328019,1468,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,49,10k,sup
1000,SAMEA104137868,3417,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
1000,SAMEA4547351,3399,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
1000,SAMN06328019,3399,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
1000,SAMEA698681,3388,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
1000,SAMN06327815,3387,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
2000,SAMEA4547351,2672,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
2000,SAMEA104137868,2661,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
2000,SAMEA698681,2659,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
2000,SAMN05337069,2641,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
2000,SAMN05340870,2640,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
3000,SAMEA104137868,2229,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
3000,SAMEA4547351,2219,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
3000,SAMEA698681,2212,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
3000,SAMN05340870,2210,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
3000,SAMN05337069,2200,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
4000,SAMEA104137868,1877,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
4000,SAMEA698681,1871,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
4000,SAMEA4547351,1869,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
4000,SAMN05337069,1866,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
4000,SAMN05340870,1866,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
5000,SAMEA4547351,1634,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
5000,SAMEA104137868,1631,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
5000,SAMEA698681,1623,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
5000,SAMEA1030714,1615,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,sup
5000,SAMN05337069,1615,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
6000,SAMEA4547351,1443,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
6000,SAMEA104137868,1441,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
6000,SAMEA1030714,1437,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,sup
6000,SAMN06328019,1436,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
6000,SAMEA698681,1426,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
7000,SAMEA1030714,1301,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,sup
7000,SAMN06328019,1296,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
7000,SAMEA104137868,1293,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
7000,SAMEA4547351,1293,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
7000,SAMN06327632,1287,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
8000,SAMEA1030714,1218,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,sup
8000,SAMEA4547351,1201,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,sup
8000,SAMN06327632,1201,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
8000,SAMN05340736,1200,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
8000,SAMN06328019,1200,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,sup
1000,SAMEA1466910,3986,ST12,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,57,10k,sup
1000,SAMEA3181359,3978,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
1000,SAMEA104281611,3977,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
1000,SAMEA698662,3976,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
1000,SAMN03289624,3965,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
2000,SAMN05345545,3433,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
2000,SAMN03289624,3432,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
2000,SAMEA3181359,3422,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
2000,SAMEA4387617,3420,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
2000,SAMN08815508,3415,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
3000,SAMN05345545,2951,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
3000,SAMEA1466910,2933,ST12,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,57,10k,sup
3000,SAMEA698662,2933,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
3000,SAMN05868263,2932,ST901,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
3000,SAMEA2664114,2931,ST12,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,57,10k,sup
4000,SAMN05345545,2595,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
4000,SAMEA698662,2577,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
4000,SAMEA3929605,2576,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
4000,SAMEA4547602,2576,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
4000,SAMEA104137072,2575,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
5000,SAMN05345545,2308,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
5000,SAMN05340699,2303,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,sup
5000,SAMEA104137072,2300,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
5000,SAMEA104152172,2300,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
5000,SAMEA698662,2300,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
6000,SAMN05345545,2097,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
6000,SAMEA698662,2085,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
6000,SAMN05340699,2085,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,sup
6000,SAMEA104137072,2080,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
6000,SAMEA104152172,2080,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
7000,SAMN05345545,1931,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
7000,SAMN05340699,1926,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,sup
7000,SAMEA698662,1919,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
7000,SAMEA104137072,1917,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
7000,SAMEA104152172,1917,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
8000,SAMN05345545,1788,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
8000,SAMN05336680,1784,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,sup
8000,SAMN05340699,1784,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,sup
8000,SAMEA104137072,1783,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
8000,SAMEA104152172,1783,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,sup
1000,SAMEA3671799,3932,ST45,MSSA,PVL-,-,S,S,R,S,S,S,S,S,R,S,S,S,58,10k,sup
1000,SAMEA1317111,3890,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,58,10k,sup
1000,SAMEA4387269,3878,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,R,58,10k,sup
1000,SAMEA104317383,3875,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,S,S,R,R,R,S,58,10k,sup
1000,SAMEA3890854,3871,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
2000,SAMEA3890834,3563,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
2000,SAMEA3890604,3562,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
2000,SAMEA104325290,3558,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,sup
2000,SAMEA90320668,3556,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
2000,SAMEA3401422,3549,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
3000,SAMEA90320668,3132,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
3000,SAMEA3890604,3118,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
3000,SAMEA104325290,3109,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,sup
3000,SAMEA90262168,3108,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
3000,SAMEA3890834,3100,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
4000,SAMEA3890604,2780,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
4000,SAMEA90320668,2773,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
4000,SAMEA3401342,2756,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
4000,SAMEA3890695,2754,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
4000,SAMEA3890834,2753,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
5000,SAMEA90320668,2515,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
5000,SAMEA3890604,2507,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
5000,SAMEA3401342,2497,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
5000,SAMEA3890695,2496,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
5000,SAMEA90380668,2493,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
6000,SAMEA90320668,2296,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
6000,SAMEA3890604,2292,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
6000,SAMEA3890837,2292,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
6000,SAMEA3890784,2286,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
6000,SAMEA3890834,2286,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
7000,SAMEA90320668,2117,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
7000,SAMEA3890837,2116,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
7000,SAMEA3890695,2109,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
7000,SAMEA104325290,2105,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,sup
7000,SAMEA3890784,2104,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
8000,SAMEA3890837,1970,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
8000,SAMEA90320668,1969,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,sup
8000,SAMEA104325290,1966,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,sup
8000,SAMEA90380668,1965,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
8000,SAMEA3890695,1964,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,sup
1000,SAMEA2827059,3868,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
1000,SAMEA2445400,3846,ST72,MSSA,PVL*,-,S,S,S,S,S,S,R,S,R,S,S,S,65,10k,sup
1000,SAMEA3217858,3842,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
1000,SAMEA3181012,3837,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
1000,SAMEA3139522,3836,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
2000,SAMEA3283339,3712,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
2000,SAMEA3283463,3705,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
2000,SAMEA3181220,3700,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
2000,SAMEA3180939,3699,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
2000,SAMEA3283365,3689,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
3000,SAMEA3181074,3394,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
3000,SAMEA3181220,3385,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
3000,SAMEA3283339,3385,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
3000,SAMEA3180939,3373,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
3000,SAMEA2826909,3368,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
4000,SAMEA3181220,3088,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
4000,SAMEA3181074,3087,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
4000,SAMEA3283339,3081,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
4000,SAMEA3283365,3076,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
4000,SAMN06640042,3073,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,65,10k,sup
5000,SAMEA3181074,2766,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
5000,SAMEA3283339,2757,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
5000,SAMEA3283365,2754,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
5000,SAMEA3181220,2748,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
5000,SAMEA2445578,2744,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,65,10k,sup
6000,SAMEA3283339,2448,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
6000,SAMEA3283365,2444,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
6000,SAMEA3181074,2439,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
6000,SAMEA3180910,2430,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
6000,SAMEA3181220,2426,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
7000,SAMEA3181074,2197,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
7000,SAMEA3283339,2197,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
7000,SAMEA3217887,2194,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
7000,SAMEA3181168,2187,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,sup
7000,SAMEA3283365,2187,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
8000,SAMEA3181168,1985,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,sup
8000,SAMEA3283339,1983,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,sup
8000,SAMEA3181074,1981,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
8000,SAMEA3323042,1977,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,sup
8000,SAMEA2827111,1975,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,sup
1000,SAMN07460115,3673,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
1000,SAMN04505166,3657,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,66,10k,sup
1000,SAMEA2340525,3645,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,R,66,10k,sup
1000,SAMEA1464102,3643,ST5,MSSA,PVL*,-,S,S,R,S,S,S,S,R,R,S,S,S,66,10k,sup
1000,SAMEA3139593,3638,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,66,10k,sup
2000,SAMN07460120,3729,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
2000,SAMN07460115,3723,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
2000,SAMN07460121,3722,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
2000,SAMN07460110,3708,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
2000,SAMN07460124,3689,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
3000,SAMN07460115,3401,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
3000,SAMN07460120,3365,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
3000,SAMN07460121,3365,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
3000,SAMN07460119,3351,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
3000,SAMN07460124,3349,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
4000,SAMN07460115,3072,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
4000,SAMN07460120,3050,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
4000,SAMN07460119,3039,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
4000,SAMN07460121,3033,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
4000,SAMN07460110,3030,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
5000,SAMN07460115,2812,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
5000,SAMN07460120,2765,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
5000,SAMN07460119,2756,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
5000,SAMEA4469743,2755,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
5000,SAMN07460121,2752,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
6000,SAMN07460115,2581,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
6000,SAMN07460120,2569,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
6000,SAMN07460121,2558,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
6000,SAMN07460119,2550,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
6000,SAMEA4469743,2545,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
7000,SAMN07460115,2434,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
7000,SAMN07460120,2427,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
7000,SAMN07460121,2419,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
7000,SAMN07460110,2395,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
7000,SAMEA4469743,2389,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
8000,SAMN07460120,2239,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
8000,SAMN07460121,2234,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
8000,SAMN07460115,2232,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
8000,SAMN07460110,2211,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
8000,SAMN07460124,2200,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,sup
1000,SAMEA104307927,3944,ST125,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
1000,SAMEA4547347,3944,ST228,MRSA,PVL-,SCCmec-I,R,R,R,S,S,S,R,S,R,R,R,S,73,10k,sup
1000,SAMN03658594,3941,ST5,MSSA,PVL*,-,S,S,R,S,S,S,S,S,R,S,S,S,73,10k,sup
1000,SAMEA104188233,3939,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
1000,SAMEA2744123,3938,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
2000,SAMEA2744141,3270,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
2000,SAMEA2710319,3258,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,sup
2000,SAMEA104188233,3256,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
2000,SAMEA2041827,3252,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,sup
2000,SAMEA1464639,3250,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,sup
2759,SAMEA2710319,2800,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,sup
2759,SAMEA2744141,2786,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,sup
